Tweet id,Created Time,Tweet Details,Retweet counts,Source URL
925598732216819717,2017-11-01 05:41:49,"@cliff_higson Oh, our SIM works on any unlocked 3G/4G compatible pocket WiFi, u can easily set it up though :) https://t.co/qehsUJ2uM8",0,http://www.zendesk.com
925581661734977536,2017-11-01 04:33:59,"@cliff_higson Hey Cliff, you're adding a base plan Unlimited 1GB to 70 GB Data Plan, yeah? You can only use $10 credits for calls/SMS.",0,http://www.zendesk.com
925579241210617856,2017-11-01 04:24:22,@Wyld @GabberHardcore You can fire us a message via Facebook PM or email social@amaysim.com.au. We'll wait for your query then :),0,http://www.zendesk.com
925514819175727104,2017-11-01 00:08:22,"@JonnyRicketts Hey Jonny, your 1GB datapack will expire the same time with your base plan - unlimited plan. :)",0,http://www.zendesk.com
925512591836962816,2017-10-31 23:59:31,"@ThPnyx Hey there - if you have any questions about your amaysim service, please drop us a line via social@amaysim.com.au",0,http://www.falcon.io
925506946018426880,2017-10-31 23:37:05,@ThPnyx We'll be able to help you in quicker if you could send us your details &amp; concern via Facebook or email. Cheers!,0,http://www.zendesk.com
925496453849530368,2017-10-31 22:55:24,"@ThPnyx Hey ThePnyx, did you send your email to social@amaysim.com.au? We'll chase this up, if you could pop us a Facey PM, too.",0,http://www.zendesk.com
925495706588086272,2017-10-31 22:52:25,"@mulliganohare Hey Kenneth, the social team are here to take a look at your order. Pop us a Facey PM or email social@amaysim.com.au. Ta!",0,http://www.zendesk.com
925494961369333760,2017-10-31 22:49:28,@Main_Theo_C Oh no! We'll look at it and see what's wrong. Zap us your deets via a Facebook PM or email us at social@amaysim.com.au. Ta!,0,http://www.zendesk.com
925494685853933568,2017-10-31 22:48:22,"@nonsensically Hey Rhi, we'll take a look at your internet speed and check it out. Pop us a facey PM or email social@amaysim.com.au. Ta!",0,http://www.zendesk.com
925130923699445760,2017-10-30 22:42:54,"@TheOtherTara Hey Tara, have you checked out our new plans, as they may be able to help you save on your AYG plan: https://t.co/8jERv4F2fx",0,http://www.zendesk.com
925113975028662272,2017-10-30 21:35:34,"@anthonysegaert Hey Anthony, we'll check your plan. Pop us a pm via Facey or email social@amaysim.com.au with your deets. Cheers :)",0,http://www.zendesk.com
924798146286194688,2017-10-30 00:40:34,@singingbaker We don't have any update as of the moment for future changes. :),0,http://www.zendesk.com
924772505386020864,2017-10-29 22:58:41,"@RajivNerd That’s not cool, Rajiv. The social team are here to help, pop us a Facey pm or email social@amaysim.com.au. Cheers :)",0,http://www.zendesk.com
924765273697107968,2017-10-29 22:29:57,"@singingbaker Hey Leslie, as of now, we offer the same plan shown on our website. Check them out using this link: https://t.co/G46pRR5teH :)",0,http://www.zendesk.com
924058236734521345,2017-10-27 23:40:26,"@BarkingMadGC Hey there! If you prefer lower mobile plan, Unlimited 1GB for $10 is perfect https://t.co/4GmtXok29X",1,http://www.zendesk.com
924047272953786368,2017-10-27 22:56:52,"@gbanggz  Hi Grace, we'll be able to help you here. Zap us your deets via Facebook PM or email social@amaysim.com.au.",0,http://www.zendesk.com
923740626117574657,2017-10-27 02:38:22,@RobertIdAu Zap us your deets via FB pm and we'll raise this to our NBN team. :),0,http://www.zendesk.com
923739804856074240,2017-10-27 02:35:06,"@AKopbayev Hey Askar, haven't got any info on the cards at the moment. If ever we support Apple Watch, you guys will be the first to know :)",0,http://www.zendesk.com
923724149289246720,2017-10-27 01:32:53,"You can now go unlimited for $10! With unl std talk &amp; text, 1GB &amp; no lock-in contracts, it's just what you need… https://t.co/LQQ0XR94uW",0,http://twitter.com
923715821192359936,2017-10-27 00:59:48,@SStiess We can reply within the day. :),0,http://www.zendesk.com
923689311232434176,2017-10-26 23:14:27,"@SStiess Hey Stephen, we'll look into it, zap us a PM via Facey or email social@amaysim.com.au. Cheers :)",0,http://www.zendesk.com
923431690000723968,2017-10-26 06:10:46,"@RobertIdAu We would be happy to further check on it, just send a PM via Facey or an email. Ta",0,http://www.zendesk.com
